Scan,16NAVY08_2_plasma.mzML,16NAVY06_1_plasma.mzML,16NAVY08_5_plasma.mzML,394_Plasma.mzML,16NAVY08_9_plasma.mzML,16NAVY12_2_plasma.mzML,16NAVY14_9_plasma.mzML,16NAVY14_18_plasma.mzML,16NAVY06_2_plasma.mzML,326_Plasma.mzML,16NAVY14_1_plasma.mzML,16NAVY14_3_plasma.mzML,18NAVY28_7_plasma.mzML,16NAVY11_6_plasma.mzML,18NAVY28_1_plasma.mzML,16NAVY10_20_plasma.mzML,15NAVY01_1_plasma.mzML,513_Plasma.mzML,16NAVY14_2_plasma.mzML,16NAVY10_14_plasma.mzML,16NAVY06_7_plasma.mzML,16NAVY12_1_plasma.mzML,18NAVY28_10_plasma.mzML,16NAVY12_10_plasma.mzML,16NAVY06_12_plasma.mzML,494_Plasma.mzML,16NAVY11_5_plasma.mzML,16NAVY14_14_plasma.mzML,16NAVY10_15_plasma.mzML,16NAVY14_15_plasma.mzML,366_Plasma.mzML,358_Plasma_20191118040504.mzML,16NAVY10_10_plasma.mzML,16NAVY06_13_plasma.mzML,16NAVY14_8_plasma.mzML,16NAVY10_13_plasma.mzML,16NAVY14_17_plasma.mzML,16NAVY06_16_plasma.mzML,432_Plasma.mzML,487_Plasma.mzML,16NAVY10_1_plasma.mzML,16NAVY11_10_plasma.mzML,17NAVY22_17_plasma.mzML,15NAVY01_2_plasma.mzML,17NAVY22_4_plasma.mzML,16NAVY06_15_plasma.mzML,16NAVY11_8_plasma.mzML,16NAVY10_17_plasma.mzML,16NAVY10_12_plasma.mzML,17NAVY22_15_plasma.mzML,16NAVY06_14_plasma.mzML,16NAVY11_7_plasma.mzML,16NAVY10_9_plasma.mzML,16NAVY06_8_plasma.mzML,16NAVY11_4_plasma.mzML,16NAVY08_10_plasma.mzML,16NAVY10_6_plasma.mzML,16NAVY08_6_plasma.mzML,16NAVY04_14_plasma.mzML,18NAVY28_4_plasma.mzML,17NAVY22_10_plasma.mzML,18NAVY28_15_plasma.mzML,16NAVY12_4_plasma.mzML,18NAVY28_11_plasma.mzML,17NAVY22_2_plasma.mzML,16NAVY14_13_plasma.mzML,17NAVY22_16_plasma.mzML,428_Plasma.mzML,15NAVY01_10_plasma.mzML,16NAVY10_3_plasma.mzML,17NAVY22_1_plasma.mzML,17NAVY22_8_plasma.mzML,364_Plasma_20191118044522.mzML,412_Plasma.mzML,16NAVY08_20_plasma.mzML,16NAVY10_8_plasma.mzML,15NAVY01_6_plasma.mzML,16NAVY06_17_plasma.mzML,16NAVY08_8_plasma.mzML,16NAVY14_20_plasma.mzML,16NAVY08_3_plasma.mzML,18NAVY28_3_plasma.mzML,16NAVY06_19_plasma.mzML,17NAVY22_14_plasma.mzML,346_Plasma_20191118022730.mzML,16NAVY06_10_plasma.mzML,16NAVY10_4_plasma.mzML,16NAVY06_11_plasma.mzML,16NAVY11_20_plasma.mzML,15NAVY01_9_plasma.mzML,16NAVY14_12_plasma.mzML,400_Plasma.mzML,16NAVY14_7_plasma.mzML,16NAVY11_17_plasma.mzML,15NAVY01_8_plasma.mzML,16NAVY06_5_plasma.mzML,18NAVY28_17_plasma.mzML,17NAVY22_5_plasma.mzML,16NAVY08_4_plasma.mzML,18NAVY28_14_plasma.mzML,16NAVY11_14_plasma.mzML,16NAVY11_13_plasma.mzML,16NAVY11_3_plasma.mzML,18NAVY28_5_plasma.mzML,17NAVY22_6_plasma.mzML,16NAVY11_11_plasma.mzML,338_Plasma.mzML,16NAVY10_5_plasma.mzML,372_Plasma.mzML,16NAVY14_4_plasma.mzML,18NAVY28_12_plasma.mzML,16NAVY14_6_plasma.mzML,16NAVY14_10_plasma.mzML,470_Plasma.mzML,382_Plasma_20191118052912.mzML,16NAVY10_7_plasma.mzML,16NAVY08_11_plasma.mzML,16NAVY06_18_plasma.mzML,500_Plasma.mzML,16NAVY10_2_plasma.mzML,354_Plasma_20191118032114.mzML,16NAVY14_5_plasma.mzML,15NAVY01_4_plasma.mzML,18NAVY28_18_plasma.mzML,18NAVY28_20_plasma.mzML,17NAVY22_9_plasma.mzML,16NAVY11_12_plasma.mzML,15NAVY01_3_plasma.mzML,16NAVY10_18_plasma.mzML,16NAVY06_20_plasma.mzML,16NAVY06_4_plasma.mzML,16NAVY06_9_plasma.mzML,18NAVY28_16_plasma.mzML,18NAVY28_2_plasma.mzML,16NAVY10_11_plasma.mzML,16NAVY11_2_plasma.mzML,17NAVY22_11_plasma.mzML,16NAVY08_7_plasma.mzML,16NAVY14_11_plasma.mzML,16NAVY11_9_plasma.mzML,16NAVY11_1_plasma.mzML,16NAVY12_3_plasma.mzML,17NAVY22_7_plasma.mzML,16NAVY06_6_plasma.mzML
62329,1205360,1020380,1030280,0,967635,1019590,1268650,862120,1382790,0,1309540,757591,823450,796406,859161,950468,1578770,786830,1023700,1155620,1082690,660808,672105,0,0,797579,1712440,1076750,1003360,1451020,0,0,637397,0,494817,1044870,914093,1059410,0,0,723734,0,1455230,1275320,1108390,951401,977326,897451,702566,898990,657527,1220180,329394,0,534293,1230900,782208,1243320,1289280,787352,1229010,1837280,968285,1307250,860610,1153540,1052740,0,1112580,926253,1106300,1366470,0,0,548438,1201370,866842,0,1230130,1072460,603146,1154320,1095430,1121150,0,1130710,973309,1613220,741544,1004770,962178,0,1244090,910923,872333,773726,559393,1693830,1381830,861517,719839,1221480,954754,1372590,342220,889597,0,1027450,0,738458,1037190,1299160,1394740,1094780,0,792452,1363940,1033840,980927,806707,0,896551,994786,886190,656787,852668,1182410,2278660,906246,1574240,512224,1094920,1176950,816928,1356250,1349460,1359670,1193680,725774,485217,1069370,1007350,1162470,1117030
43057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173585,0,0,0,0,0,0,99771.8,0,0,0,0,0,317430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160325,0,0,0,0,0,0,0,0,0,0,0,0,133078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98847.2,0,0,0,0,167096,0,0,0,0,0,0,0,0,0
71000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371820,0,0,0,0,0,1008940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2314,388366,510694,255728,737120,464671,1141922,667824,599885,561315,529705,618588,552810,0,479713,0,427923,1191669,709013,684806,429377,529057,280330,0,629497,366495,487330,353460,458376,473218,729698,0,0,620683,439340,467504,650348,613645,560615,0,474122,529388,1244680,0,628623,598169,514443,208013,402635,406167,0,578638,516569,571716.1,500300,389090,416040,569134,202452,541110,0,623960,0,0,0,405532,491079,0,570915,707005,365111,422033,353964,0,682472,675374,507651,848634,583176,580104,455147,587053,0,344428,0,0,452785,480629,416247,0,912034,682885,533084,643309,712294,439711,459347,0,717082,452737,0,1059095,201492,505548,0,724041,421084,387802,439147,643228,475408,0,551526,426202,590274,0,493644,573581,564848,583974,557095,0,511987,459303,0,0,643620,1137270,1120355,403038,565144,685553,434654,0,0,362264,493772,0,450589,867909,222418,522357,0,603705,693354
1281,615827,109850,0,0,0,0,97143.6,0,127544,0,0,106329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107061,0,0,0,127625,0,0,0,129005,0,0,134030,0,219151,0,485606,96624.5,0,0,0,206369,0,142727,144229,0,114953,514477,0,104166,0,0,0,0,0,0,102017,0,0,0,0,0,0,0,0,0,0,0,0,107752,113604,928118,120771,0,0,0,0,110851,104877,0,0,0,112551,0,131120,0,0,107705,0,117060,0,293855,134709,0,0,240721,97357.5,408080,0,119783,0,198282.4,0,0,114044,0,0,0,0,0,0,0,0,112016,133830,367488,0,0,0,0,755920,0,560052,113135,0,0,0,160551,0,0,95269.3,105878,0,0,0,109244
87463,0,3532630,2218830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10048600,0,687877,0,0,0,0,0,0,5521170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653070,6115430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951610,0,0,0,0,2295530,0,0,10204200,0,0,0,0,0,0,0,5001710,1000300,0,976710,0,0,0,0,0,0,1261560,0,0,7126490,0,0,0,596226,0,0,2530900,0,0,0,0,0,0,0,0,0,0,0,0,0,6246260,0,0,974068,0,16251700,0,0,0,1032510,0,0,1075980,0,0,6072360,0,0,0,0,0,0,0,0,1396220
10305,915773,209080,901896,1630200,975383,423685,682619,667677,645756,2811853,630147,577711,460082,725406,273121.9,513758,785989,5383342,429133,768249,519940,1301732,313879,0,639904,5267864,748018,673262,925604,880113,704595,2607919,234184,969033,677747,598313,834953,422060,903676,11606243,274507,0,430467,889762,562701.5,250590,1393250,287201,530684,0,752088,746597,428609,440798,837774,649525,643689,776528,1138436,386965.7,702922,572631,1484993,368082,854374,601936,363715,1589432,628980,322491,514823,255390,770387,3285846,331744,441967,1169727,202694,713862,1390184,722952,524212,623374,147038,2285282,808928,677361,791596,600850,437174,393254,2771416,663104,545042,928144,652629,260685.1,530380,810533,97454.9,324908,698776,567513,116998,520741,975097,1209500,560285,3594120,760012,264007,604581,735561,1639105,1081320,859768,734306,809531,5832920,276736,969450,531095,547929,270625,284486,737671,581344,402858,655150,633480,1132243,551657,430631,354428,652791,1058190,209155,602969,770816,665800,615986,637355,724049.1,801383
95770,0,0,0,0,0,0,0,0,0,0,0,0,684160,0,696771,0,574632,0,0,0,0,0,735487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863812,478307,0,0,0,0,0,662675,0,0,0,0,0,0,0,0,0,583210,0,690181,0,482171,0,0,759937,0,470969,0,0,0,0,0,0,0,471774,0,0,0,0,560008,0,770756,0,0,0,0,0,0,0,0,0,0,551836,0,625852,0,0,395384,0,0,0,451745,0,0,0,0,0,0,709715,0,0,0,0,0,0,0,0,0,0,0,316705,660065,518871,0,0,640482,0,0,0,0,520117,471452,0,0,0,0,0,0,0,0,0,0
39940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2031250,0,0,0,0,0,0,0,0,0,1635120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246419,0,0,0,0
60892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123810,0,0,0,0,0,0,0,0,102017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107668,0,0,0,0,0
21588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12604,0,0,0,0,0,77725,0,0,0,0,0,0,0,0,0,0,0,0,150440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125837,0,0,0,0,0,182672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204134,0,0,0,0,158022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99854,0,0,0,0,0,128222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19356,0,0,135194,0,94770.7,0,0,0,0,0,0,0,0,105696,0,0,0,0,0,0,0,0,0,0,4025460,0,118005,0,0,137099,0,0,0,4280310,91687.6,0,0,0,0,0,0,0,0,0,0,0,120335,0,0,0,96552.9,135479,0,3212270,103634,87869.5,0,99364.6,113282,0,84817,0,82552.2,0,0,0,0,0,0,0,0,0,0,0,86765.8,0,0,3635030,90445.5,93232.9,0,0,0,0,0,226867,0,0,121687,0,0,0,0,0,0,0,0,0,73361.5,0,66017.4,80715.2,59841.8,0,0,125186,0,0,0,0,0,90290,82694.6,0,0,83060.2,0,0,0,0,0,0,0,0,0,0,82100.9,117795,0,0,96400.9,150208,0,0,0,127996,0,0,0,176743,121789,0,0,0
560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78312.4,0,84701.6,0,0,110192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5554110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8092580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,128000,0,0,0,0,0,128176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90412.8,0,0,0,0,0,0,0,0,0,0,69491.9,0,0,125344,0,131354,0,106272,105272,0,0,59344.3,0,123484,0,0,0,0,0,0,109173,0,0,91663.1,0,0,0,0,0,0,117776,0,68976.4,0,0,77627.7,0,0,0,0,0,0,171723,0,0,0,0,0,0,117369,0,0,0,0,0,0,0,133052,0,0,93369.9,0,0,0,0,0,77521,0,0,0,0,0,0,0,136491,0,0,0,0,0,0,0,0,139206,0,0,0,68951.2,75043.1
55633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87120.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82763,0,0,184579,0,294444,0,0,0,0,0,0,211603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270095,0,0,116201,0,0,273105,0,0,134551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179122,159234,0,0,0,0,0,0,0,0,0,781536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156053,0,0,0,0,0,0,0,0,218580,0,0,0,0,0,0,0,219744,0
39679,333750,157837,186425,591741,171215,303271,274541,275689,162800,709127,712893,670979,712407,111311,718172,447460,638219,0,353801,533763,0,206638,1024290,0,172560,0,474201,243414,0,504453,0,0,550352,419819,288497,141075,341807,258916,507811,0,667281,0,1347980,700738,509637,143893,537421,402778,364421,1063280,230109,233888,0,145301,176377,133629,189144,154598,214255,650600,106129,1242270,111607,591950,626890,363396,1133320,627996,1200340,97621,0,243940,917361,490494,442041,386508,1209150,289167,495807,206132,274372,824471,112814,867004,0,142073,110004,424784,151107,470312,494121,0,419509,349613,1200970,249495,1013500,889602,288349,620524,0,270967,276373,1144220,224767,722143,463018,347647,0,263376,802337,375963,555972,597893,0,318726,361709,242769,623138,361707,0,235694,1200330,825513,738373,376964,257319,1130820,229880,130598,294007,483262,1141580,930293,405486,129501,537407,236700,299777,648966,339291,337856,219246,435908
3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588877,0,0,0,0,0,0,0,620696,0,0,0,0,0,604384,0,0,0,0,0,0,0,1105910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532739,0,0,0,0,0,0,0,0,0,0,362571,0,0,0,0,0,0,602524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565650,552794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10293,0,157892,86735.8,0,0,0,0,0,0,0,0,0,0,0,0,0,93632.6,0,0,0,0,0,0,0,491074,0,83650.8,0,0,106809,0,0,0,0,0,0,0,0,0,0,0,0,0,178623,0,0,0,0,0,0,136858,0,0,1291160,0,0,0,69194.6,0,0,0,0,0,0,0,0,0,0,0,0,0,112113,0,0,223254,0,130236,487079,0,80459.9,0,0,72755,0,0,472077,0,0,0,0,0,0,0,0,105442,130147,0,0,75915.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269062,0,0,0,0,0,0,0,0,359231,0,0,0,0,0,0,0,0,0,0,0,0
55479,0,0,0,0,0,0,100802,0,0,0,106765,99799.9,0,0,275205,0,145555,0,0,0,0,0,0,0,0,0,0,98334.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236854,0,0,0,0,0,0,0,0,0,227275,0,0,0,195932,0,116860,0,0,0,0,0,0,0,0,0,0,175611,0,0,179637,0,0,0,239922,0,0,0,0,0,0,0,0,0,0,191073,0,157525,0,0,337715,0,0,0,149072,0,0,0,0,0,0,227927,0,96823.3,0,0,0,0,0,0,0,0,110277,94454,188847,295300,0,0,0,0,0,0,0,112383,240629,0,0,0,0,0,0,0,0,0,0
67334,0,0,0,0,0,0,0,0,0,730811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702517,0,0,0,0,0,596844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,2304780,2367980,1779620,0,0,0,2307670,1650100,0,0,0,2333370,2336560,0,0,1588880,0,0,0,0,2019860,0,0,2432560,0,2004840,1839360,0,0,2265410,1874940,1888910,1019120,0,2076660,0,2441030,0,0,2105580,0,1680360,0,2090400,2407300,0,1949220,0,0,1877780,1990200,2235420,0,2175610,2330970,0,0,2312540,0,2637930,0,2035990,1560650,0,0,0,0,0,0,0,0,2192410,0,1199520,0,2207910,2175970,0,0,0,0,0,0,2543610,0,1348350,2250050,0,0,334608,2549210,0,0,1803960,2266350,1154620,0,0,0,0,0,0,3153550,0,0,0,0,2112420,0,0,0,0,509291,0,0,667134,1983510,1766840,0,0,0,0,1677250,2591610,0,0,0,0,1299710,0,2573320,0,0,1956820,2439450,0,2089820,739872,1566390,0
7718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37175,18908700,19372500,15256500,13619200,19820200,20074900,17863500,20240900,19173500,18851010,16410000,17488300,16990600,22253800,21224300,20073300,14202800,11695800,18839000,20133900,9602060,15646800,19585100,0,8612990,11030900,14883000,17032000,16390100,14720600,16863929,25392702,10335600,17649400,18029600,18539800,15204200,18176000,15919275,9487510,9605910,0,17334900,12074100,14927800,18735300,12669400,20121400,11447200,17499300,18818900,14060800,16572500,10389700,16166300,18170700,20736400,17094200,17543200,6214220,18035200,19621100,15022400,17603400,17183700,8449320,19139800,11219700,14028800,18919800,16539300,17837500,13099845,12479318,18843000,12059500,8519490,17993800,20472400,13856700,18931700,17765100,18412500,14571600,14450380,15291500,18936500,17060300,15582200,21385700,15810800,12368600,16499800,16678100,15582100,17407600,14423000,14632100,10793000,17492500,16928700,22266200,17152300,17490500,15372600,13287900,24040500,10742400,10558600,18227200,14673700,16259400,19612400,12475100,21742800,13462800,8987910,10199700,10309200,17355800,14122892,16889500,17722500,27648100,19185600,15999600,12789600,18280300,22431600,17312700,8059100,15186900,13848600,18583400,18773100,12863600,14173100,23416600,17311700,14213500,12548400,18382700,16629300,17362600
11073,188092,0,0,618315,210362,0,183890,92175.6,0,465860,181289,0,0,0,187599,0,0,0,0,0,193325,0,145908,0,0,234517,111749,109211,0,96663.1,0,0,0,132932,0,0,0,0,0,629135,0,0,220890,0,0,0,0,0,0,0,0,222664,0,0,0,171134,133769,0,190014,0,256688,189391,0,175426,0,172887,223952,667240,175633,0,170290,0,0,0,0,234195,0,0,188659,212928,167189,170460,0,0,0,180701,0,143654,0,0,140015,0,232158,0,0,80469.5,0,195334,0,0,0,0,0,157722,156542,234244,0,163156,746306,220401,0,193672,158435,443354,0,0,0,0,0,0,0,238996,0,142331,0,127036,0,0,0,0,0,0,0,180675,119935,0,0,90950.8,238749,0,191812,0,212517,169083
85278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922023,0,0,0,0,0,0,0,0,1408630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,165425,0,0,0,0,0,116439,122301,0,0,168174,0,0,0,0,0,0,0,0,0,0,167673,0,154517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139747,0,0,0,0,0,0,163404,0,139213,130650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65699.4,0,0,0,0,0,0,0,0,0,0,88020,0,0,0,0,0,0,197996,196821,0,80469.5,0,0,0,0,0,0,0,0,0,0,0,0,187290,452544,0,0,0,0,186477,0,0,0,0,0,0,0,0,0,129869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,135436,216698,0,0,0,0,0,0,0,0,0,97515,0,166417,83534.7,125654,278618,0,78672.8,0,215833.3,0,0,0,109017,0,0,0,179170,88825.4,0,0,163690,80361.4,81020.7,116249,0,75746,0,0,0,124179,137188,335998,0,0,0,93045.8,0,0,0,135276,0,0,84019.4,167737.1,0,121098,0,0,228151,0,0,0,0,0,120721,0,378606,0,0,95432.5,0,0,0,0,151898,84371.3,77331.4,140736,340005,0,360011,161397,0,139687,0,289175,0,102197,0,0,0,0,151175,255708.1,0,0,0,0,106205,0,117388,0,77369.1,604263,0,0,0,0,0,127802,0,0,0,0,128624,94968.3,0,0,0,0,269132,0,0,170067,0,237497,0,84170,93571,314519,0,0,92633.1,0,220916,0,95067.9,0,0,0,143781,270821
36230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765088,0,0,0,0,0,0,0,0,0,0,0
